Epoch,Train_Loss,Val_Loss,Test_Loss
1,0.06809821121749424,0.36716242300139534,0.7384607758786943
2,0.05861324453282924,0.34195201595624286,0.7027317318651412
3,0.0502675643989018,0.3199372953838772,0.6712073153919644
4,0.04365699312516621,0.3006584876113468,0.6433258122868009
5,0.03809982431786401,0.283665441804462,0.6185161703162723
6,0.03375752287961188,0.2688034574190776,0.5966217153602176
7,0.029890574825306732,0.2555581033229828,0.5769413378503587
8,0.026819014123507907,0.2439148856533898,0.5595008167955611
9,0.024483604312297843,0.2337076895766788,0.544095085726844
10,0.022412137926689217,0.22455756697389814,0.5301862822638618
11,0.020799103059938977,0.2166238245036867,0.5180463724666171
12,0.019377130039391063,0.20938113000657824,0.5068951696157455
13,0.018274346366524696,0.20291410552130806,0.4968799302975337
14,0.017319438092055776,0.197267793946796,0.4880884968572193
15,0.016620816330292394,0.19217858877446917,0.4801251192887624
16,0.015990656467952898,0.18770968914031982,0.47310032447179157
17,0.015542501384126288,0.18354610602060953,0.4665275083647834
18,0.015092509953926006,0.17991391983297136,0.46077077918582493
19,0.01479498478805735,0.1766329656044642,0.4555518908633126
20,0.014471020150397505,0.1737086358997557,0.4508847975068622
21,0.014182354279217265,0.17110837250947952,0.44672224422295886
22,0.014043657907417842,0.16869714028305477,0.44285150865713757
23,0.013943187338078306,0.16657856272326577,0.4394417405128479
24,0.01370400975325278,0.16459349460071987,0.43623922434118056
25,0.01372544112659636,0.1629916388127539,0.43364939755863613
26,0.013512015919245425,0.16140970173809263,0.4310869458648894
27,0.013535162012669303,0.16002167926894295,0.42883453104231095
28,0.01344518197168197,0.1588261764910486,0.42689138319757247
29,0.013469101728073187,0.1577548227376408,0.42514757812023163
30,0.013390469653088422,0.15671567453278434,0.4234539435969459
31,0.013395076617598534,0.1557824065287908,0.4219309522045983
32,0.013290139846503735,0.1549687170320087,0.42060158484511906
33,0.013333791512108985,0.1541885311404864,0.4193256348371506
34,0.013279019189732415,0.15351012928618324,0.4182150728172726
35,0.013338943278150899,0.1529539492395189,0.417303752568033
36,0.013284639544075444,0.1524495863252216,0.4164767679240968
37,0.01328973840212538,0.15180692738956875,0.41542232864432865
38,0.01326732441694254,0.15139166431294548,0.41474036044544643
39,0.013352014412659974,0.15098004622591865,0.41406404309802586
40,0.013274242103632008,0.1506339286764463,0.4134949876202477
41,0.013286789502238943,0.15035523722569147,0.4130365120040046
42,0.013252615640383391,0.15001500811841753,0.41247663729720646
43,0.01325624305311413,0.14971616284714806,0.4119846473137538
44,0.013235355549979778,0.14955459700690377,0.41171839667691124
45,0.01328739608150153,0.14924095488256878,0.41120172209209865
46,0.013273749522687424,0.14905020842949548,0.410887211561203
47,0.01326655252792296,0.14886267648802864,0.4105779346492555
48,0.013185467615368821,0.1487383246421814,0.41037269764476353
49,0.013281530700623989,0.14854933735397127,0.4100608726342519
50,0.013234748593753292,0.14842297467920515,0.40985222657521564
51,0.013183000896658217,0.14839987456798553,0.4098137749565972
52,0.013237413639823595,0.1482412823372417,0.40955190857251483
53,0.0132157357764386,0.1480786543753412,0.4092833764023251
54,0.013202416178371226,0.14805302106671864,0.409240691198243
55,0.013264911759289958,0.14800303098228243,0.4091578423976898
56,0.01320682030304202,0.14783886820077896,0.408886699212922
57,0.013264580873683804,0.14784257776207393,0.40889240470197463
58,0.013208939826914243,0.14779898938205507,0.40882007943259346
59,0.013249042510454143,0.14776402794652516,0.40876201788584393
60,0.013163501840262186,0.147776427368323,0.40878203676806557
61,0.013291333779870044,0.1477117497060034,0.4086749288770888
62,0.013254431719403891,0.14765026172002158,0.40857306288348305
63,0.013187749621768793,0.14758760978778204,0.4084692911969291
64,0.013235160726166907,0.1475057535701328,0.40833382308483124
65,0.013248804956674576,0.14744241370095146,0.4082288940747579
66,0.013231004189167703,0.14751647412776947,0.4083506878879335
67,0.013227316173946574,0.14744209580951267,0.40822751820087433
68,0.01318319977837659,0.14748170309596592,0.4082924707068337
69,0.013196070235045184,0.14742149578200447,0.40819266272915733
70,0.013270517256820486,0.1474149169193374,0.408181380894449
71,0.013135813487072786,0.14743019392093024,0.40820617808236015
72,0.013265311141454038,0.1473347263203727,0.40804819266001385
73,0.013189119708147786,0.1474515125155449,0.40824053684870404
74,0.01327472737812925,0.14734178367588255,0.4080590125587251
75,0.013225413326706206,0.14733601609865823,0.4080491049422158
76,0.01327201189650666,0.14728881667057672,0.40797076788213515
77,0.013211246247270278,0.14734475728538302,0.4080626749330097
78,0.013214274575667722,0.1473117553525501,0.40800777739948696
79,0.013196401896753482,0.1473486969868342,0.40806833571857876
80,0.01320799324838888,0.1473727830582195,0.4081076830625534
81,0.013302103461076817,0.14741048299603993,0.4081694881121318
