Epoch,Train_Loss,Val_Loss,Test_Loss
1,0.015134777657901092,0.004983653430826962,0.0183168596898516
2,0.0008833979475942518,0.0009989145037252456,0.007370985287707299
3,0.0007145218066095064,0.0008889374536617348,0.00665185961406678
4,0.0005884628793258647,0.0007876030067563988,0.0035330156970303506
5,0.0006292324912161954,0.0006372224136915369,0.0035498959866041937
6,0.0005123903683852404,0.0006810535802893961,0.006515216140542179
7,0.000540691101681053,0.0011599205802970876,0.009223834533865253
8,0.0005282180542659868,0.0016326171268398564,0.011511077638715506
9,0.00049319614693862,0.0006289343922010934,0.0061710517620667815
10,0.0005111898111257082,0.0014912200664790969,0.01145557026999692
11,0.0004960900590352443,0.0007026186406922837,0.008175764388094345
12,0.0004245526473217372,0.001025665890968715,0.01075375786361595
13,0.00038958665239382145,0.000879894340566049,0.008317862714951238
14,0.00041712420837332803,0.0005487172602443025,0.005622014946614702
15,0.00046663756741812296,0.004149054953207572,0.017017195311685402
16,0.0004233167762019245,0.0005317548348102719,0.005826268713766088
17,0.00039638021735299844,0.0016600204980932176,0.012460157585640749
18,0.0004010728550080482,0.0018538427830208093,0.01227146084420383
19,0.00039772558284312254,0.000878548477582323,0.00985276858167102
20,0.00037427084650213754,0.0007219227700261399,0.00779092622299989
21,0.00036538258124589146,0.0005149126664036885,0.003930410869846431
22,0.00033251303436069673,0.0004365679681844388,0.004502328083617613
23,0.00037291450886793126,0.0007152256148401648,0.007184363785199821
24,0.00040193860650106217,0.0007470861528418027,0.008873079321347177
25,0.00038565139948332217,0.000677280770711756,0.007346581764674435
26,0.0003181200942587263,0.00037517732319732505,0.0034394423031092933
27,0.0003377764602798076,0.000639442436901542,0.007694706825229029
28,0.0003193635917947783,0.0005987301507654289,0.009446878917515278
29,0.00027557730178765877,0.002181335585191846,0.013383459687853852
30,0.00032363662952169153,0.0003643610907602124,0.005526299374954154
31,0.00032714199824113166,0.0009888571172875042,0.009732261920968691
32,0.0003037074902749737,0.00037131629020829376,0.006349337694700807
33,0.00027844874284710386,0.0003291216538248894,0.004361154889920726
34,0.00026169389244993607,0.0009530035216206064,0.008864293340593576
35,0.00028087370128559996,0.0003672659198249069,0.006404055127253135
36,0.000253679318423868,0.0007587853857936958,0.007734069096234937
37,0.00025571875206272426,0.00024409885372733697,0.0031424011588872722
38,0.0002455994507120825,0.0011157127786039684,0.010719365401503941
39,0.00027888314495309413,0.0010262045543640852,0.009602100510771075
40,0.0002588810860591669,0.001018326782893079,0.009584839611003796
41,0.0002776076286560662,0.0018832432785226654,0.013015627240141233
42,0.0002711570950850728,0.0005794139190887412,0.009336110980560383
43,0.00023794881417416036,0.0005651089159073308,0.0019567985630904636
44,0.00024389834364531757,0.0003760153704206459,0.00749513105256483
45,0.00021910060998682943,0.0008715740599048635,0.009669175875994066
46,0.0002641289268770682,0.00026599126188860583,0.005226240435149521
47,0.0002730450505623594,0.0004346252220178333,0.006466183326362322
48,0.00023191266003171526,0.0012850463778401415,0.009955874915855626
49,0.0002985092881620706,0.000692136884026695,0.009373613012333712
50,0.00024280110013326825,0.0004884123700321652,0.008414717701574167
51,0.0002515052427346139,0.0016513110022060573,0.013722895178943872
52,0.0002765562233738213,0.00040667352489739034,0.008965137977308283
