Date,Close,High,Low,Open,Volume
2010-01-04,30.840049743652344,30.840049743652344,30.34004040377647,30.34004040377647,1114568
2010-01-05,30.223255157470703,30.701367208126396,30.223255157470703,30.65756971160424,1945256
2010-01-06,30.037113189697266,30.343690181313896,29.836378997121454,30.226898688182313,2892602
2010-01-07,30.0006160736084,30.150253641684557,29.57724760959239,29.81812971345348,2435177
2010-01-08,30.09550666809082,30.22324684568592,29.708639282298535,30.150252845833702,1116038
2010-01-11,29.909372329711914,30.453179148641496,29.83637832600033,30.321789399677638,969440
2010-01-12,29.756088256835938,30.04806430174502,29.540755788144722,29.97871985550835,1310825
2010-01-13,30.073612213134766,30.20865153273723,29.756086520405553,29.77433434429369,2234822
2010-01-14,29.83638572692871,30.42399017840679,29.79624050620756,30.31084822445216,2216013
2010-01-15,29.19403076171875,30.09915804112281,29.13198545140393,29.883825593049046,1937425
2010-01-18,29.449512481689453,29.59185093204711,29.274325236641094,29.38016803891482,812978
2010-01-19,29.945880889892578,30.05537057705579,29.20863876095227,29.416672149119908,1067177
2010-01-20,29.19768524169922,29.763389547634432,29.06994503492375,29.73419302558998,1488823
2010-01-21,28.72687339782715,29.657550531957984,28.697676874711462,29.489662389796003,1631534
2010-01-22,28.74146842956543,28.920305247799025,28.434894125639598,28.631978768769898,1748555
2010-01-25,28.19036102294922,28.599128548777333,28.15021581017503,28.53708323580207,1783277
2010-01-26,28.544387817382812,28.595484445724587,27.741450871556037,28.011532275243784,1847262
2010-01-27,28.212261199951172,28.522487795487162,27.96043306977946,28.259708258425007,1564164
2010-01-28,27.526121139526367,28.686729177556604,27.526121139526367,28.5188437250954,2145366
2010-01-29,28.099124908447266,28.296209581863508,27.67210676033756,27.675759037293435,1785631
2010-02-01,28.650230407714844,28.712275732038687,27.916637923639893,28.077226938355118,1713206
2010-02-02,29.080890655517578,29.102790756150576,28.365548826917724,28.79986331489512,1855473
2010-02-03,28.814464569091797,29.270679205117066,28.63928001431195,29.197685188722883,1654456
2010-02-04,28.212261199951172,28.88380830323991,28.19036380900113,28.715922883125433,1748952
2010-02-05,27.67940330505371,28.354599914910807,27.635605815538725,28.172113538582753,3257299
2010-02-08,28.540735244750977,28.668475446438478,27.745100225159796,27.745100225159796,2719584
2010-02-09,28.361906051635742,28.562637590349233,28.00423234029671,28.431250512174397,2096770
2010-02-10,28.507888793945312,28.810813539876307,28.281607625762934,28.50788879394531,1509217
2010-02-11,28.540735244750977,28.902058459152336,28.332701899223853,28.526136984310206,1784434
2010-02-12,28.781612396240234,29.270673016098478,28.500585085830977,28.88745518891082,2187627
2010-02-15,29.153888702392578,29.679447807735684,29.088193814224688,29.234181852060978,2043590
2010-02-16,30.051715850830078,30.05536270431712,29.270676424761348,29.4093653138781,2260300
2010-02-17,30.672163009643555,30.818153737286586,30.132008434166586,30.201352877445572,2904994
2010-02-18,30.796249389648438,30.82909818004777,30.314487917971793,30.70500756994329,1743384
2010-02-19,31.186777114868164,31.20137808738915,30.566326615146014,30.61377367515431,1703003
2010-02-22,30.759763717651367,31.205026978936996,30.68676969594199,31.022543280371398,1417951
2010-02-23,30.6867618560791,31.02983448388958,30.46777984689656,30.770704552886826,1974999
2010-02-24,30.821805953979492,30.996990503959434,30.50428022894466,30.65756738803096,1442671
2010-02-25,30.31084632873535,30.92399770050613,30.194054816565057,30.708665214040316,1690948
2010-02-26,32.01160430908203,32.01160430908203,30.949540377828097,31.02253437859217,4353699
2010-03-01,32.47146987915039,32.497016831576964,31.96050913929858,32.080950194996795,2248219
2010-03-02,32.48607635498047,32.48607635498047,32.04446265426825,32.39118493912123,1586642
2010-03-03,32.46052169799805,32.737899460099605,32.1356968835112,32.35467889915741,2120043
2010-03-04,32.27803421020508,32.61380770712105,32.12474707570855,32.26708551651461,1765679
2010-03-05,32.84739303588867,32.84739303588867,32.11745024538043,32.303586185685994,1815646
2010-03-08,32.394832611083984,32.847397693424455,32.37293521903084,32.847397693424455,1546679
2010-03-09,32.47146987915039,32.57366311168676,32.12474768200025,32.39117674582326,1362492
2010-03-10,32.59921646118164,32.68680874096208,32.336436910424766,32.336436910424766,1363896
2010-03-11,32.44227600097656,32.82549387562169,32.310886240693875,32.621110105339206,1424987
2010-03-12,32.31088638305664,32.59921285939698,32.19409488197628,32.57001633983452,1343360
2010-03-15,32.11745071411133,32.48242075898433,32.07365322416048,32.22694308328084,1508925
2010-03-16,32.37294006347656,32.4276835518015,32.1576048304013,32.216000596030526,1448868
2010-03-17,32.482425689697266,32.54447101345621,32.26344362953279,32.39118384248264,1537604
2010-03-18,32.070011138916016,32.46053094043028,31.95687188989648,32.321842019890845,1961921
2010-03-19,31.85102081298828,32.28168572600106,31.584591738089575,32.226942254239795,4510675
2010-03-22,32.1904411315918,32.1904411315918,31.62108738282978,31.818171998496997,1564088
2010-03-23,32.14665222167969,32.270742869617564,31.938618857107002,32.11745569812519,1394790
2010-03-24,31.821823120117188,32.11745143898091,31.507949687867054,32.06270525316057,1487422
2010-03-25,32.21599197387695,32.296287824762075,31.715982601084562,31.861970620378024,1298186
2010-03-26,32.08460235595703,32.32913405177366,31.956864872072426,32.08095279102933,1269057
2010-03-29,32.044456481933594,32.46417270846785,31.829124021387642,32.31818469153552,1070537
2010-03-30,32.15030288696289,32.39118506019043,32.12840549354792,32.12840549354792,1246322
2010-03-31,32.43861770629883,32.56635787795267,32.15759041322628,32.19773833141439,1857426
2010-04-01,32.781700134277344,32.883890666946115,32.66490863001417,32.73790264232482,1550632
2010-04-06,32.9495849609375,33.27076023621981,32.80724650390205,32.847394430093075,1696418
2010-04-07,32.59921646118164,32.96783611846163,32.54811983488657,32.84739775054437,1244968
2010-04-08,32.153953552246094,32.66126487503611,32.153953552246094,32.57367258696473,1480279
2010-04-09,32.49337387084961,32.60651582027789,32.190449099136934,32.29993877177554,1492938
2010-04-12,32.38022994995117,32.75614868619541,32.34008202522675,32.72330260257876,1225649
2010-04-13,32.1904411315918,32.51161636209558,32.08459833910916,32.37292748937587,1119964
2010-04-14,32.19774627685547,32.48242320442989,32.08460433429008,32.35833256640632,1239217
2010-04-15,32.31088638305664,32.58826416456105,32.205043576812194,32.35833072734564,1156550
2010-04-16,31.555395126342773,32.544465139711704,31.540794155834547,32.29993345424186,2570762
