Date,Close,High,Low,Open,Volume
,AI.PA,AI.PA,AI.PA,AI.PA,AI.PA
2025-03-11,177.5800018310547,185.77999877929688,177.5800018310547,184.0399932861328,1259756
2025-03-12,179.6999969482422,181.6999969482422,178.63999938964844,179.32000732421875,695102
2025-03-13,179.27999877929688,180.89999389648438,178.4600067138672,178.9600067138672,650200
2025-03-14,180.27999877929688,181.52000427246094,178.77999877929688,179.02000427246094,738751
2025-03-17,180.5,181.5800018310547,179.33999633789062,180.94000244140625,647131
2025-03-18,179.97999572753906,181.17999267578125,179.52000427246094,180.55999755859375,801845
2025-03-19,180.13999938964844,180.77999877929688,178.9600067138672,179.5800018310547,515136
2025-03-20,177.77999877929688,180.39999389648438,177.4600067138672,179.9600067138672,719731
2025-03-21,177.52000427246094,178.47999572753906,176.82000732421875,177.97999572753906,1559028
2025-03-24,177.33999633789062,179.86000061035156,177.1199951171875,179.22000122070312,826848
2025-03-25,178.72000122070312,179.72000122070312,177.8000030517578,177.8800048828125,700623
2025-03-26,176.74000549316406,178.05999755859375,176.05999755859375,177.74000549316406,658343
2025-03-27,176.44000244140625,177.10000610351562,175.25999450683594,176.0399932861328,626214
2025-03-28,176.32000732421875,177.32000732421875,175.6199951171875,176.16000366210938,931921
2025-03-31,175.13999938964844,176.1199951171875,174.24000549316406,175.24000549316406,1078173
2025-04-01,177.1199951171875,177.55999755859375,175.17999267578125,175.97999572753906,1031406
2025-04-02,178.1199951171875,178.22000122070312,176.0,176.24000549316406,894182
2025-04-03,174.3000030517578,177.32000732421875,173.10000610351562,175.1999969482422,1245580
2025-04-04,173.1999969482422,178.13999938964844,173.1999969482422,174.0,1933922
2025-04-07,160.60000610351562,169.32000732421875,160.22000122070312,166.02000427246094,2510951
2025-04-08,166.02000427246094,167.24000549316406,161.72000122070312,163.1999969482422,1436404
2025-04-09,160.72000122070312,164.17999267578125,159.05999755859375,162.82000732421875,1343973
2025-04-10,167.0,171.3800048828125,167.0,170.0,1454458
2025-04-11,168.33999633789062,169.27999877929688,164.66000366210938,168.0,988773
2025-04-14,170.60000610351562,171.4600067138672,169.63999938964844,171.0800018310547,730358
2025-04-15,174.25999450683594,174.6999969482422,170.67999267578125,171.0,698457
2025-04-16,174.67999267578125,175.0,173.3800048828125,174.25999450683594,702346
2025-04-17,173.17999267578125,175.25999450683594,172.77999877929688,174.8800048828125,701724
2025-04-22,174.8800048828125,175.36000061035156,173.0800018310547,174.0,714581
2025-04-23,174.6999969482422,176.63999938964844,173.17999267578125,176.6199951171875,880212
2025-04-24,178.5800018310547,179.47999572753906,174.1999969482422,174.75999450683594,674312
2025-04-25,178.44000244140625,179.74000549316406,178.02000427246094,178.8000030517578,687114
2025-04-28,178.1999969482422,179.67999267578125,177.94000244140625,178.5800018310547,624348
2025-04-29,178.82000732421875,179.25999450683594,176.55999755859375,177.47999572753906,636052
2025-04-30,180.55999755859375,180.9600067138672,178.72000122070312,179.0800018310547,1096986
2025-05-02,185.24000549316406,186.22000122070312,182.97999572753906,186.1999969482422,1194609
2025-05-05,183.9199981689453,185.63999938964844,182.82000732421875,185.10000610351562,713354
2025-05-06,183.47999572753906,184.9199981689453,182.97999572753906,184.1999969482422,604896
2025-05-07,182.52000427246094,183.16000366210938,181.05999755859375,182.4199981689453,717103
2025-05-08,182.72000122070312,183.22000122070312,181.60000610351562,182.6199951171875,648974
2025-05-09,183.89999389648438,184.5,183.1999969482422,183.5,666208
