Epoch,Train_Loss,Val_Loss,Test_Loss
1,0.021661330861124126,0.22395163774490356,0.565433939297994
2,0.021342219784855843,0.22216343879699707,0.5626073678334554
3,0.02142792974006046,0.22018440067768097,0.5594741503397623
4,0.020734553310004147,0.21811136603355408,0.5561864872773489
5,0.02028448422524062,0.21608354151248932,0.5529649058977762
6,0.02032131718640978,0.2141236811876297,0.5498458445072174
7,0.01962281915951859,0.2121969610452652,0.5467743575572968
8,0.01941311681135134,0.21031132837136587,0.5437631805737814
9,0.019369075244123287,0.20853077371915182,0.5409151613712311
10,0.0187141802161932,0.20673929154872894,0.5380450089772543
11,0.018663140437142414,0.20504917204380035,0.5353328287601471
12,0.018172438256442547,0.20336793859799704,0.5326307415962219
13,0.017829422415657478,0.20177654922008514,0.5300690631071726
14,0.017704065719788723,0.20025076468785605,0.5276093780994415
15,0.017472707327793945,0.1987410436073939,0.5251719852288564
16,0.01709875896234404,0.19727912048498789,0.5228084226449331
17,0.016839914870533077,0.19587896764278412,0.5205415785312653
18,0.016772090542045506,0.19452583293120065,0.5183477997779846
19,0.016643402674658733,0.19319793581962585,0.5161920487880707
20,0.016664534045214004,0.19189396997292837,0.5140723586082458
21,0.01638884385201064,0.19063644607861838,0.5120255053043365
22,0.016099802133711903,0.1893958846728007,0.5100036263465881
23,0.01613127084618265,0.18822030226389566,0.508085310459137
24,0.015688259493220936,0.18705966571966806,0.5061890482902527
25,0.015848029574209995,0.18596968054771423,0.5044060945510864
26,0.015582400712777267,0.18487583100795746,0.5026147663593292
27,0.015416972169821913,0.18380126357078552,0.5008529822031657
28,0.015156050890006802,0.1827703317006429,0.49916077653567
29,0.015301990492100065,0.18178203701972961,0.497536838054657
30,0.01502624662085013,0.18082567056020102,0.49596362312634784
31,0.015085848132995043,0.179892564813296,0.4944271345933278
32,0.015049835413017056,0.17898511389891306,0.4929313162962596
33,0.015023599209433252,0.17808748284975687,0.4914502302805583
34,0.014719151637770912,0.1772021601597468,0.489987979332606
35,0.014716044153002176,0.17637774348258972,0.48862501978874207
36,0.01466621644794941,0.17556253572305044,0.48727603753407794
37,0.014393369243903593,0.17474784950415292,0.4859266479810079
38,0.014627018096772108,0.17399000624815622,0.48467023173968
39,0.014409420334480026,0.17323777576287588,0.48342204093933105
40,0.014427293515340849,0.17249400913715363,0.4821868638197581
41,0.014290858144787226,0.17177876830101013,0.4809980094432831
42,0.01404795575548302,0.1711001992225647,0.47986917694409686
43,0.014140415513380007,0.17042286694049835,0.47874152660369873
44,0.0145420285619118,0.16977410515149435,0.4776605765024821
45,0.01394901221448725,0.16912304361661276,0.47657492756843567
46,0.014427414925938303,0.16850546002388,0.4755443235238393
47,0.01429502039470456,0.16788937151432037,0.47451547781626385
48,0.014045672575858507,0.16726023952166238,0.4734639922777812
49,0.014096924103796482,0.16667436559995016,0.47248415152231854
50,0.013992033814164724,0.16610376040140787,0.4715290864308675
51,0.01367839298803698,0.1655657837788264,0.4706280430157979
52,0.014059700156477365,0.1650330772002538,0.4697352647781372
53,0.013790905306285078,0.16450927158196768,0.46885685125986737
54,0.01386261164126071,0.1640042612950007,0.4680093030134837
55,0.013790679756890644,0.16352073351542154,0.4671974182128906
56,0.013685806569727984,0.1630637695391973,0.4664296309153239
57,0.013781698081981052,0.1626131683588028,0.4656720757484436
58,0.013571303168481047,0.16217284897963205,0.4649314085642497
59,0.01365585523572835,0.1617270658413569,0.4641811748345693
60,0.013535156930712137,0.1613053778807322,0.4634710450967153
61,0.013558319092474201,0.16090547541777292,0.46279725432395935
62,0.013594877906143665,0.1605146030584971,0.4621383448441823
63,0.013614885085685686,0.1601208746433258,0.46147427956263226
64,0.013605587269094858,0.15974787871042886,0.4608448843161265
65,0.013420299711552534,0.1593658129374186,0.4601998527844747
66,0.0132863014428453,0.15902049839496613,0.45961660146713257
67,0.013423185880211267,0.1586954096953074,0.4590672155221303
68,0.013603849505836313,0.15837193032105765,0.45852039257685345
69,0.013237172314389185,0.15803289413452148,0.45794697602589923
70,0.013785677115348253,0.15773062904675803,0.457435538371404
71,0.013499607501382177,0.15740459660689035,0.45688366889953613
72,0.013617950660938566,0.15710288286209106,0.4563727577527364
73,0.013497768731957132,0.1567989637454351,0.45585788289705914
74,0.01346552482044155,0.15650398035844168,0.45535798867543537
75,0.013375407169488344,0.15622484683990479,0.45488468805948895
76,0.013322608037428423,0.15595652163028717,0.45442962646484375
77,0.013476297597993504,0.15569544831911722,0.45398664474487305
78,0.013525644401935015,0.15542237708965936,0.4535231788953145
79,0.01331610054793683,0.1551413337389628,0.45304598410924274
80,0.013338406654921446,0.1548928419748942,0.4526239236195882
81,0.013470876369286667,0.1546567181746165,0.4522227148214976
82,0.013417089273306456,0.15442602833112082,0.4518306354681651
83,0.013238963163034483,0.15419438232978186,0.4514367679754893
84,0.013196978633376684,0.15397060414155325,0.45105622212092084
85,0.013143820857459848,0.15375393132368723,0.45068758726119995
86,0.013304023580117659,0.1535524328549703,0.45034468173980713
87,0.01326854984191331,0.15335624913374582,0.4500107367833455
88,0.013338247483426874,0.15317431837320328,0.4497009515762329
89,0.013289994560182095,0.1529788300395012,0.44936800996462506
90,0.013185056095773523,0.15280326455831528,0.44906893372535706
91,0.013373467817225239,0.15265310555696487,0.448813001314799
92,0.013181708583777601,0.15248273313045502,0.4485226571559906
93,0.013440092094242573,0.15231703221797943,0.44824014107386273
94,0.013338452459058979,0.1521404261390368,0.44793900847435
95,0.013330981389365414,0.15197811275720596,0.4476621945699056
96,0.013172312046993862,0.15180853505929312,0.44737287362416583
97,0.013490932146933947,0.15167130529880524,0.4471387167771657
98,0.013299724171784792,0.15154226124286652,0.4469184875488281
99,0.013295888392762705,0.15139557421207428,0.44666804869969684
100,0.013300479643724182,0.1512464533249537,0.44641344745953876
