sample_id,timestep,target,feature_Close,feature_Return_1D,feature_Return_5D
0,0,0.008040615240650167,0.016032217429361117,0.5428373974787603,0.570804816106054
0,1,0.008040615240650167,0.015001069896559749,0.5482948896589358,0.6166808253482247
0,2,0.008040615240650167,0.017137065098147164,0.6296335005843102,0.6686401572971639
0,3,0.008040615240650167,0.01554123389809528,0.5340659339707994,0.6477927513549737
0,4,0.008040615240650167,0.011220088686258012,0.46382311531147935,0.5715020446672323
0,5,0.008040615240650167,0.012938723507742583,0.6197481162600904,0.6169366633326827
0,6,0.008040615240650167,0.016277811841422907,0.6614772141886911,0.6847311124012385
0,7,0.008040615240650167,0.011244672505991066,0.44602855328113167,0.5740816949580702
0,8,0.008040615240650167,0.00807750410999511,0.49165172989799655,0.5489612813367706
0,9,0.008040615240650167,0.008175685419283929,0.5773013507689145,0.6165415833406563
0,10,0.008040615240650167,0.004468365852556028,0.47594784560613235,0.5316032369609325
0,11,0.008040615240650167,0.00684991697379439,0.6393531595215902,0.5189982754801944
0,12,0.008040615240650167,0.004615689139703727,0.5147699637342028,0.5596710692559422
0,13,0.008040615240650167,0.0,0.4494492462293631,0.5345868376991403
0,14,0.008040615240650167,0.0038546171922683725,0.6818781569554818,0.5952024774505272
0,15,0.008040615240650167,0.007561923928192632,0.675679235857827,0.7156926807472874
0,16,0.008040615240650167,0.010458991077215374,0.6520886614123256,0.723429041363611
0,17,0.008040615240650167,0.008666733104567836,0.5275089450113304,0.731376307590335
0,18,0.008040615240650167,0.004615689139703727,0.4670667330216082,0.742537812296799
0,19,0.008040615240650167,0.0010311347019977268,0.47742666951567503,0.6183014774072497
0,20,0.008040615240650167,0.006825345984864978,0.7349239991416394,0.6529425896961879
0,21,0.008040615240650167,0.005622355499200982,0.5424204813273446,0.5878020511122921
0,22,0.008040615240650167,0.006604386715750671,0.6011896811174913,0.631694728325246
0,23,0.008040615240650167,0.006825345984864978,0.5806181937834957,0.7011384744137675
0,24,0.008040615240650167,0.00844573534304266,0.6181446230764008,0.7889539785528985
0,25,0.008040615240650167,0.010950051593302867,0.6412897575912266,0.731806389196734
0,26,0.008040615240650167,0.016989767472606693,0.7332658135965939,0.8505351335411122
0,27,0.008040615240650167,0.02116353807408175,0.6809989199021678,0.9014530520172428
0,28,0.008040615240650167,0.021998271665091024,0.5955172832253457,0.9111436868615097
0,29,0.008040615240650167,0.024625365875176747,0.6399843773051094,0.9252867574680963
0,30,0.008040615240650167,0.021752831222672575,0.5041793293807156,0.8365184892669504
0,31,0.008040615240650167,0.021261745044977826,0.562464203700692,0.7307103843054392
0,32,0.008040615240650167,0.022170191602775363,0.5973461240747946,0.6800579438290246
0,33,0.008040615240650167,0.01873294762141345,0.489319633446681,0.615731667104626
0,34,0.008040615240650167,0.03017400840758938,0.8636190107051938,0.7472783445111518
0,35,0.008040615240650167,0.03326754082161873,0.6486588687708164,0.8382789010484406
0,36,0.008040615240650167,0.03336579911572926,0.5770014666773201,0.8475888390111657
0,37,0.008040615240650167,0.03319389200884851,0.5706344832333863,0.8305494899208912
0,38,0.008040615240650167,0.0319662920418442,0.5457362848712528,0.8671155352266624
0,39,0.008040615240650167,0.03579638956839756,0.6655159153088717,0.7462217003379579
0,40,0.008040615240650167,0.032751999132227094,0.503738869160736,0.6574978178128729
0,41,0.008040615240650167,0.03326754082161873,0.586867142940037,0.6634519516806229
0,42,0.008040615240650167,0.03412689672477187,0.5949433742938474,0.6781691402733535
0,43,0.008040615240650167,0.03307115254143386,0.5498948547170777,0.6807110337075738
0,44,0.008040615240650167,0.03218728980336935,0.5538304634514769,0.6139504280007608
0,45,0.008040615240650167,0.030886041023594824,0.5438574136856474,0.6381680533160117
0,46,0.008040615240650167,0.03260472716829388,0.6156475828092075,0.655396645875193
0,47,0.008040615240650167,0.033341240957603435,0.5921003716561769,0.6536879471353217
